source,text,Data Bersih,sentiment_score,sentiment_label
YouTube,D Cina sendr skrg puluhan rb mbl listrik dah jd sampah rongsokan,cina sendr puluh rb mbl listrik dah sampah rongsok,-10,Negatif
YouTube,Sya pilih mbl hibrid bnzin phev dan mbl hidrogen,sya pilih mbl hibrid bnzin phev mbl hidrogen,-2,Negatif
YouTube,D Cina puluhan rb mbl listrik dah jd brg rongsokan sampah,cina puluh rb mbl listrik dah brg rongsok sampah,-10,Negatif
YouTube,"Wkwkwk turun? Justru di sepanjang tahun 2023 naik 5.9% dibanding 2022, bang lo udah kena propaganda sayap kanan 😂🤣",wkwkwk turun banding bang lo udah kena propaganda sayap kanan,0,Netral
YouTube," @mr.framar0t339  justru mayoritas pembeli ev rata2 para sjw (terutama yg sok green padahal pura-pura ga tahu) dan generasi milenial hingga Z yg ga mau repot2 ngurus mobil biasa, bukannya gua bias tapi harus diakui bahwa rakyat2 kecil di Amerika sudah terpolarisasi gara2 masing-masing politikus partai ga mau ambil solusi bersama demi ambisi mereka dibayangi sang globalis cabal.
Tapi ingat industri ev Tiongkok malah lebih tokcer daripada negara-negara barat bahkan baterai lfp yg sering yg sempat diributkan justru dikembangkan salah satu industri mereka BYD bukan Tesla",framart mayoritas beli ev sjw sok green purapura generasi milenial z repot ngurus mobil gua bias aku rakyat amerika polarisasi gara masingmasing politikus partai ambil solusi ambisi bayang sang global cabal industri ev tiongkok tokcer negaranegara barat baterai lfp ribut kembang salah industri byd tesla,-4,Negatif
YouTube,"Masalah nya kebutuhan, kadang di 1 rumah lebih dari 2 kendaraan atau tiap kepala punya kendaraan masing2,",nya butuh kadang rumah kendara kepala kendara,1,Positif
YouTube,"pabrik recycle battery sekarang sudah maju bisa olah sampai 98%
bahkan sekarang ada battery garam/ Sodium ion yang jauh lebih aman",pabrik recycle battery maju olah battery garam sodium ion aman,0,Netral
YouTube,Byd mncatatkan pnjualan mngkat 63%thn 2023. Apakah  kluan msh buta teknologi? Smua itu ketakutan klian dan pola pikir klian mandek. Smua akan inovasi dinbdg EV dan ingat klian nnti ibarat org2 yg mnolak digitalisasi dan toko online! Yg ada klian mkin kadrun dan trtinggal. Hahahah,byd mncatatkan pnjualan mngkat thn kluan buta teknologi smua takut pola pikir mandek smua inovasi dinbdg ev nnti org mnolak digitalisasi toko online mkin kadrun trtinggal hahahah,6,Positif
YouTube,Mobil listrik ramah lingkungan kn seperti propaganda Elon musk,mobil listrik ramah lingkung kn propaganda elon musk,6,Positif
YouTube," @redipustaka3222  jauh sebelum ada Tesla, Mobil listrik sudah marak di Amerika FORD Dan GM saja pasarkan Mobil listrik sebelum Tesla

Lagian Perubahan iklim karena emisi karbon itu bukan propaganda Elon musk,
TAPI emang dari banyak penelitian ahli cuaca Dan kelauatan",tesla mobil listrik marak amerika ford gm pasar mobil listrik tesla ubah iklim emisi karbon propaganda elon musk emang teliti ahli cuaca kelauatan,2,Positif
YouTube,"CATL lagi sibuk pasarin batere garam tahun 2023.

batere garam ini lebih tahan panas dan ramah lingkungan.",catl sibuk pasarin batere garam batere garam tahan panas ramah lingkung,14,Positif
YouTube,Setiap masalahnya pasti bakalan dipikirin solusinya. Saat ini iya bnyk masalah dan kemungkinan ini itu tp siapa yg tau 2 tahun kedepan? 5 tahun kedepan? 10 tahun kedepan? Gw sih tetap dukung mobil listrik. Bkn krn gw fanatik mobil listrik tp lbh krn gw dukung perkembangan teknologi.,dipikirin solusi iya bnyk tau depan depan depan gw sih dukung mobil listrik bkn gw fanatik mobil listrik gw dukung kembang teknologi,12,Positif
YouTube,"Tenang aja kak ada cucu2 kita ko
Noh liat sampah plastik yg dulu dihawatirkan dan sampe skrng msh dihawatirkan😅",tenang kak cucu ko noh lihat sampah plastik dihawatirkan sampe skrng dihawatirkan,4,Positif
YouTube,"Masalah baterai tidak masalah,  masalah ledakan yg serem",baterai ledak rem,-12,Negatif
YouTube,Se7 Alhamdulillah mbl lisyrik disbt ramsh lingkungan itu bhong dusta mbl listrik ga praktis,alhamdulillah mbl lisyrik disbt ramsh lingkung bhong dusta mbl listrik praktis,9,Positif
YouTube,"Menurut gua sih mobil listrik itu bisa menjadi solusi lingkungan untuk di masa depan, mungkin akan semakin praktis, karena setiap masalah mungkin ada solusinya",gua sih mobil listrik solusi lingkung praktis solusi,8,Positif
YouTube,Alhamdulillah canel ni sangat edukatif k masarakat umum YAA ALLAH CANNEL NI SANGAT MENDIDIK K MASARAKST UMUM SYA LBH PILIH MBL BNZIN HYBRID PHEV DAN MBL HIDROGEN,alhamdulillah canel ni edukatif masarakat yaa allah cannel ni didik masarakst sya pilih mbl bnzin hybrid phev mbl hidrogen,11,Positif
YouTube,D Cina sendr puluhan mbl listrik skrg dah jd sampah,cina sendr puluh mbl listrik dah sampah,-7,Negatif
YouTube,"menurut saya Mungkin mobil listrik di masa depan yang baru, mungkin nggak bakalan jadi sampah, karena kan semakin berkembangnya zaman mungkin semakin sempurna mobil listrik",mobil listrik sampah kembang zaman sempurna mobil listrik,4,Positif
YouTube,Banyak aktivis lingkungan dadakan / SJW  yaa kalo lagi bahas Mobil listrik...,aktivis lingkung dada sjw yaa bahas mobil listrik,3,Positif
YouTube, @SteveBalmond  bkn aktifis lingkungan dadakan tpi smuax berdsarkan riset ilmiyyah,bkn aktif lingkung dada smuax berdsarkan riset ilmiyyah,2,Positif
YouTube,"Di Indonesia udah dibangun fasilitas daur ulang battery, jadi masalahnya udah teratasi dong 😅",indonesia udah bangun fasilitas daur ulang battery udah atas,-2,Negatif
YouTube,"Sudah ada penelitiannya, swtelah 10 tahun baterai lithium mobil listrik masih 90%
Jauh diatas prediksi para pesimis",teliti swtelah baterai lithium mobil listrik atas prediksi pesimis,-3,Negatif
YouTube,"Saya pake ertiga hybrid
Dan masalah batre hybridnya kalo rusak itu di sarankan untuk di berikan ke pihak suzuki untuk pengurusan limbahnya
Gini ya jaman itu berubah
Dulu mobil pertama itu uap
Trus mercy membuat mobil bensin pertama itu di remehin 
Tapi lihat sekarang mobil uap udah ga ada kan
Nah sama ke depannya
Nanti pun akan berganti ke listrik semua
Takut meledak ?
Emang mobil bensin ga ada yang meledak ???
Banyak yang kebakar dan meledak juga kan
Batre mobil listrik melemah
Jawabnya iya
Mobil internal combushion butuh ganti part mesin juga ga kalo udah 10 th ?
Ganti juga kan
Keluar biaya perawatan juga ga ?
Ya butuh juga kan
Ada kok mobil listrik terbaru yang kasih garansi batre life time/ se umur hidup
Sumber listriknya masih pake batubara jadi polusi
Iya benar
Tapi kalo di bandingin sama polusi jutaan mobil yang melintas tiap hari ?
Banyakan mana polusinya ?
Gini lho ya
Mana bisa kita melawan jaman/era ???
Semua ada eranya
Ada waktunya
Dulu android di remehin kan sama blackberry
Tapi liat sekarang
Itulah jaman...
Ga ada yang bisa bendung technologie",pakai ertiga hybrid batre hybridnya rusak saran suzuki urus limbah gin ya jaman ubah mobil uap trus mercy mobil bensin remehin lihat mobil uap udah depan ganti listrik takut ledak emang mobil bensin ledak bakar ledak batre mobil listrik lemah iya mobil internal combushion butuh ganti part mesin udah th ganti biaya awat ya butuh mobil listrik baru kasih garansi batre life time umur hidup sumber listrik pakai batubara polusi iya bandingin polusi juta mobil lintas banyak polusi gin lho ya lawan jamanera era android remehin blackberry lihat jaman bendung technologie,23,Positif
YouTube, @aditgemstone7069  Bro yang di bahas itu EV dengan 100% Batreai kalau Hybrid itu masih Mending lah.,bro bahas ev batreai hybrid mending,4,Positif
YouTube,"Gak perlu nunggu 10 tahun, paling 2-3 tahun ke depan pasar mobil bekas bakal banjir mobil EV bekas. Itupun belum tentu laku mengingat wajib ganti baterai yg baru. Suhu di Indonesia yg relatif panas menyebabkan penurunan kinerja baterai bukan lagi 2,3℅ pertahun tapi lebih dari itu.",gak nunggu pasar mobil bekas banjir mobil ev bekas itu laku wajib ganti baterai suhu indonesia relatif panas sebab turun kerja baterai tahun,18,Positif
YouTube, @indrawantodjiwanto5983  Ada Benarnya di Indonesia sendiri masih Gax Cocok EV lebih baik Pertimbangan dulu sebelum Menyesal kemudian.,benar indonesia gax cocok ev timbang sesal,7,Positif
YouTube,Baterai kan dibuat modular.. jadi gak semua baterainya di ganti.. bagaimanapun juga kita harus mengurangi jumlah gas buang yang semakin membuat global..,baterai modular gak baterai ganti kurang gas buang global,-13,Negatif
YouTube, @wahyueko7804  Jika Baterai EV 10 Tahun kedepan malah menjadi Limbah Baterai yang Berbahaya belum lagi penambangan Baterai EV sama sekali tidak ramah lingkungan ditambah lagi EV malah menjadi tidak ada Harganya khusus nya EV bekas 10 tahun kemudian.,baterai ev depan limbah baterai bahaya tambang baterai ev ramah lingkung tambah ev harga khusus nya ev bekas,1,Positif
YouTube,Aki kan berbahaya juga,aki bahaya,-5,Negatif
YouTube,"Lokalisasi limbah baterai,sampah plastik kalau tidak salah masih banyak yang belum terdaur ulang.
Polusi udara kalau tidak salah penyebab polusi udara di tiongkok itu di akibatkan karena batu bara untuk pembangkit listrik negaranya.",lokalisasi limbah bateraisampah plastik salah daur ulang polusi udara salah sebab polusi udara tiongkok akibat batu bara bangkit listrik negara,-14,Negatif
YouTube,Semoga menkosaurus melihat ini dan gak maksain molis 😅,moga menkosaurus gak maksain mol,1,Positif
YouTube,Bang bahas mobil hidrogen dong,bang bahas mobil hidrogen,3,Positif
YouTube,"logis dan masuk akal apa yang di jelaskan. memang 75% mobil listrik ada di baterainya dan mobil konvensional ada di mesinnya saja. namun kalau kita perhatikan lagi mobil ataupun sepeda motor konvensional itu adalah kendaraan yang tahan banting dan minim sekali yang namanya ledakan. untuk biaya reparasi memang tidak bisa di pungkiri harus rajin di perhatikan untuk kendaraan konvensional namun di balik itu semua kayaknya pernah ada selogan yang aku ingat deh ""dibalik kendaraan yang bagus terdapat perawatan yang rutin dan teratur"" lupa atas nama siapa gak sengaja jumpa sih.",logis masuk akal mobil listrik baterai mobil konvensional mesin perhati mobil sepeda motor konvensional kendara tahan banting minim nama ledak biaya reparasi pungkiri rajin perhati kendara konvensional kayak log deh balik kendara bagus awat rutin atur lupa nama gak sengaja jumpa sih,3,Positif
YouTube,Hadir bang😊,hadir bang,2,Positif
YouTube,Ngeri juga yah...untung bum beli😂,ngeri yahuntung bum beli,-2,Negatif
YouTube,Keenam hadir,enam hadir,2,Positif
YouTube,"Mesin pembakaran dalam untuk saat ini masih lebih layak. Kalau tujuan mobil listrik itu buat dekarbonisasi, mending bensin dan solarnya uang diganti jadi bensin bio dan solar bio (yang kualitasnya lebih baik)",mesin bakar layak tuju mobil listrik dekarbonisasi mending bensin solar uang ganti bensin bio solar bio kualitas,17,Positif
YouTube,"akhirnya ad yg berusara soal ini.. ev bukan solusi untuk saat ini imo, technology batre umur nya masih kurang panjang dibandingkan mesin konvensional. belum penyediaan stasiun pengisian bahan bakar nya dan lama pengisian.",ad berusara ev solusi imo technology batre umur nya banding mesin konvensional sedia stasiun isi bahan bakar nya isi,14,Positif
YouTube,"Solusi paling cocok skrg itu metode hybrid, cara yg paling optimal mengurangi bbm. Setidaknya mengurangi di banding full ganti karna efeknya tetap sama. Beda dengan hybrid yg bikin irit bbm, yg pastinya emisinya sangat"" minim di banding mobil konvensional skrg sama limbah baterai",solusi cocok metode hybrid optimal kurang bbm kurang banding full ganti karna efek beda hybrid bikin irit bbm pasti emisi minim banding mobil konvensional limbah baterai,6,Positif
YouTube,"software di konsep mobil sekarang ini sebenarnya agak2 gak nyaman, posisi bisa di tracking, perilaku driver bisa di collect, ada kemungkinan engine bisa di lock oleh manufacture, dll yg bersifat privasi.",software konsep mobil gak nyaman posisi tracking perilaku driver collect engine lock manufacture dll sifat privasi,5,Positif
YouTube,"WOLAK WALIK'E ZAMAN
TERIMA-KASIH INOVASI
TERIMA-KASIH TEKNOLOGI
THE BEST",wolak walike zaman terimakasih inovasi terimakasih teknologi the best,14,Positif
YouTube,Sebenarnya lebih menjanjikan kendaraan hydrogen converd ke electric sih.. bukan murni penyimpanan listrik ke batrai,janji kendara hydrogen converd electric sih murni simpan listrik batrai,-3,Negatif
YouTube,"kontennya dibuat tanpa riset, nda di jelaskan soal charging cycle baterai yang bisa ampe 5,000x. dan 98% bahan baterai bisa di daur ulang.",konten riset nda charging cycle baterai ampe x bahan baterai daur ulang,-9,Negatif
YouTube,"Wuling air ev gk enak buat esek"" di ancol kecil kabinnya",wuling air ev enak esek ancol kabin,1,Positif
YouTube,Di negara maju org2 sdh mnggunakan kndraan listrik dr 8 thn yg lalu dan tdk ada mslah dan mrka lbh mngembgkan nya lg. Mrka trs berinovasi dan masyarakat mnyambut nya. Ingat EV bukan cm mslah lingkungan tp jg mslah kshtan khdupan populasi manusia dan konversi jika BBM Fossil sdh hbs. Lbh riset lg kwn2 dan mimin,negara maju org sdh mnggunakan kndraan listrik dr thn mslah mrka mngembgkan nya mrka trs inovasi masyarakat mnyambut nya ev cm mslah lingkung mslah kshtan khdupan populasi manusia konversi bbm fossil sdh hbs riset kwn mimin,7,Positif
YouTube,Mobil ev adl mobil sekali pakai. Rusak ya dibuang. Tdk spt mobil bbm sepanjang masa.isi bbm tancap gas,mobil ev adl mobil pakai rusak ya buang spt mobil bbm masaisi bbm tancap gas,3,Positif
YouTube,betul tuh ttp mebuat polusi tp klo di buat ada panel surya nya nah bru solusi polusi,tuh ttp mebuat polusi klo panel surya nya bru solusi polusi,-5,Negatif
YouTube,"belajar dari sejarah, Orang jaman dulu 100 tahun yang lalu udah pake mobil listrik, dan akhirnya mereka lebih milih mesin pembakaran dalam. Karena sumber energi sebenarnya bukan batre, batre cuma menyimpan tapi bukan sumber energi.",ajar sejarah orang jaman udah pakai mobil listrik milih mesin bakar sumber energi batre batre simpan sumber energi,2,Positif
YouTube,"Kalo cuma pengen ngurangin pencemaran lingkungan paling bener itu make hybrid aja dulu sambil diperketat aturan tentang emisi bahan bakar, mobil listrik terlalu melonjak sih untuk urusan infrastruktur dan recycle.",ken ngurangin cemar lingkung bener make hybrid ketat atur emisi bahan bakar mobil listrik lonjak sih urus infrastruktur recycle,1,Positif
YouTube,bang bahas mobil listrik tercepat,bang bahas mobil listrik cepat,6,Positif
YouTube,"Kalau motor listrik gimana bang, secara motor baterainya lebih kecil dari mobil?",motor listrik gimana bang motor baterai mobil,-2,Negatif
YouTube,"Emang bener banget sih mobil hybrid itu memang pilihan terbaik untuk mobil ramah lingkungan saat ini, kalau untuk masa depan sih mobil listrik.",emang bener banget sih mobil hybrid pilih baik mobil ramah lingkung sih mobil listrik,13,Positif
YouTube,"Hidrogen harus dibawa dengan truk tanki khusus, bayangkan harus mendistribusikan ke seluruh dunia",hidrogen bawa truk tank khusus bayang distribusi dunia,7,Positif
YouTube,"susah om kalo bahas mobil listrik banyak yg jadi aktivis lingkungan dadakan, mereka berkomentar seolah2 separuh hidupnya diisi dgn kampanye tentang lingkungan, hobi menanam pohon, selalu membawa kantong belanja demi mengurangi penggunaan plastik, ketika bepergian selalu menggunakan transportasi umum/jalan kaki/sepeda, tidak punya kendaraan ICE cuma punya sepeda dirumahnya, histori gadgetnya semua tentang penghijauan bumi cuma nyelip 1/2 konten dewasa seprti pria pada umumnya.",susah om bahas mobil listrik aktivis lingkung dada komentar paruh hidup isi kampanye lingkung hobi tanam pohon bawa kantong belanja kurang guna plastik pergi transportasi umumjalan kakisepeda kendara ice sepeda rumah histori gadgetnya hijau bumi nyelip konten dewasa seprti pria,11,Positif
YouTube,"Jgn oon! Dan kgn kudet, dlu jg mobil listrik msh eksperimen dan blm brkmbang sprti saat ini. Smua psti akan EV jika BBM fosil akan hbs dan kndraan berat jg akan memakai bio solar/disel.",jgn oon kgn kudet dlu mobil listrik eksperimen brkmbang sprti smua psti ev bbm fosil hbs kndraan berat pakai bio solardisel,-8,Negatif
YouTube,"1. Batre yg kebakar itu batre li-ion, kalo lifepo4 cuma keluar asap, belum lagi kalo nanti batre berbasis garam nafepo4, lebih aman lagi.
2. Untuk masalah usia batre, ada solusi mobil listrik yang menjamin batre seumur hidup, wuling binguo dan neta v bisa jadi contohnya.
3. Mengenai kebakaran, justru mobil bensih lebih rentan kebakar dibanding batre lifepo4. Coba cari aja perbandingan jumlah mobil bensin kebakar dengan jumlah populasi mobil bensin VS mobil listrik kebakar dengan jumlah populasi mobil listrik.
4. Mengenai polusi, meskipun 'katanya' mindahin polusi aja, tapi udah bagus 1 langkah kedepan. mindahin polusi yang tersebar di jalanan ke cuma 1 titik yatu pembangkit. Langkah berikutnya bisa mengganti pembangkit listrik ke yang lebih ramah lingkungan.
4. Ada manfaat pake mobil listrik, jalanan jadi ngga berisik suara knalpot.
5. Beli mobil listrik juga bukan buat gengsi, coba bandingin uang yang dikeluarkan selama 5 tahun. Mobil listrik vs Mobil bensin.
6. Mengenai cuaca, tesla udah bikin solusi yaitu ada kontrol untuk panas batre.
7. Kalo nge mention 'para ahli' mungkin bisa di masukkan referensinya. Jadi kita semua bisa baca2 detilnya.
8. Mengenai mobil listrik yang outdated 5 tahun kedepan, ya sama aja kayak mobil bensin, pasti outdated juga. Justru mobil listrik bisa lebih mudah untuk upgrade software karena cukup update lewat internet. Ngga kayak mobil bensin, malah ngga bisa di update2. Contoh kasus iphone 5 juga karena apple nya yg ngga mau nge update lagi, kalo apple mau nge update iphone 5 sebenernya bisa2 aja. Bandingin dengan mobil bensin, setelah dijual ngga bisa di update lagi.
9. Untuk urusan update/upgrade, mobil listrik justru lebih mudah sibanding bensin. Cukup upgrade controller dan dinamo nya, ngga perlu printilan2 yang lain.
10. Mobil listrik juga lebih efisien penyaluran tenaga dari batre ke tenaga gerak, 90% kepake sampe ke ban, dikit yang loss. Bandingin aja dengan mobil bensin, hanya 40% dari tenaga hasil pembakaran yg nyampe ke ban.",batre bakar batre liion lifepo asap batre bas garam nafepo aman usia batre solusi mobil listrik jamin batre umur hidup wuling binguo neta v contoh bakar mobil bensih rentan bakar banding batre lifepo coba cari banding mobil bensin bakar populasi mobil bensin vs mobil listrik bakar populasi mobil listrik polusi mindahin polusi udah bagus langkah depan mindahin polusi sebar jalan titik yatu bangkit langkah ganti bangkit listrik ramah lingkung manfaat pakai mobil listrik jalan ngga berisik suara knalpot beli mobil listrik gengsi coba bandingin uang keluar mobil listrik vs mobil bensin cuaca tesla udah bikin solusi kontrol panas batre nge mention ahli masuk referensi baca detilnya mobil listrik outdated depan ya kayak mobil bensin outdated mobil listrik mudah upgrade software update internet ngga kayak mobil bensin ngga update contoh iphone apple nya ngga nge update apple nge update iphone sebenernya bandingin mobil bensin jual ngga update urus updateupgrade mobil listrik mudah sibanding bensin upgrade controller dinamo nya ngga printilan mobil listrik efisien salur tenaga batre tenaga gerak kepake sampe ban dikit loss bandingin mobil bensin tenaga hasil bakar nyampe ban,63,Positif
